DTXSID,SMILES,Risk_Score_PPARg
DTXSID601009314,C[N+](C)(CCCN(CCC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)O,0.31
DTXSID30895527,CCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID0071889,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID1021243,CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-],0.31
DTXSID80896408,Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(C)=O,0.31
DTXSID80896448,CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(=O)(=O)C(C)CC,0.31
DTXSID70450634,FC(F)(F)C(F)(F)C(F)(F)Sc1ccc(Cl)cc1,0.31
DTXSID80896029,O=S(=O)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID20206380,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID00881376,CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID9065443,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID00896283,Cc1cc(C)nc(Sc2ccc3nnc(C(F)(F)C(F)(F)C(F)(F)F)n3n2)n1,0.31
DTXSID3048996,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,0.31
DTXSID5059795,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID10412978,CC12SC(C3CCCCC3)=CC1=C1C(=C3C=C(C4CC[N-]CC4)SC32C)C(F)(F)C(F)(F)C1(F)F.CC12SC(C3CCCCC3)=CC1=C1C(=C3C=C(C4CC[N-]CC4)SC32C)C(F)(F)C(F)(F)C1(F)F.OC(CC(O)C(F)(F)F)C(F)(F)F.OC(CC(O)C(F)(F)F)C(F)(F)F.[Cu+2],0.31
DTXSID20772898,O=C(CCC=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl)c1ccccc1,0.31
DTXSID00896263,CC(=O)Nc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1Cl,0.31
DTXSID5045596,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,0.31
DTXSID00895433,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID60896648,CC[N+](C)(CC)CCCNC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F.[I-],0.31
DTXSID60896683,CCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID80826684,O=CC=C(Oc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID2023567,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0.31
DTXSID10768548,CC(=O)O.OCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID60897039,O=C(Nc1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID70895748,O=S(=O)(OCC(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID10754941,CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
DTXSID20896184,O=C(Nc1cc(Cl)c(Cl)cc1Cl)C(F)(F)C(F)(F)C(F)(F)F,0.30833333333333335
DTXSID60897019,O=S(=O)(OCCOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.30833333333333335
DTXSID40529609,CC(=O)C(C(C)=O)C(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccco1,0.30833333333333335
DTXSID60897539,CCCCOCCOC(=O)N(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.30833333333333335
DTXSID40893554,O=P(O)(OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.30833333333333335
DTXSID90622114,CC(C)(C)OC(=O)COc1ccc([S+](c2ccccc2)c2ccccc2)cc1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.30833333333333335
DTXSID60329603,Cc1ccc(NC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)cc1NC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.3075
DTXSID80507264,O=[N+]([O-])C1=C(F)C(F)(F)C(F)(Br)C(F)(F)C1(F)F,0.3075
DTXSID90897466,CC(=O)N=S(c1ccc(Br)cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3075
DTXSID50226011,O=C(Nc1ccc(-c2ccccc2)cc1)C(F)(F)C(F)(F)C(F)(F)F,0.3066666666666667
DTXSID5022722,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.30666666666666664
DTXSID40525020,Fc1c(F)c(F)c2c(c1F)C(F)(F)C(F)(Br)C2(Cl)Cl,0.30633333333333335
DTXSID0042244,O=C(Nc1ccc(O)cc1)c1ccccc1O,0.305
DTXSID6045616,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,0.305
DTXSID80897152,O=C(NCCCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID9045766,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,0.305
DTXSID90410836,CCOC(=O)c1sc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(C#N)c1C,0.305
DTXSID90379292,FC(F)(F)C(F)(F)C(F)(F)c1cc(-c2ccccc2)n[nH]1,0.305
DTXSID80881112,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID0048715,NNc1nnc(Cc2ccncc2)c2ccccc12,0.305
DTXSID20896543,O=C(O)c1cc(OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)cc(C(=O)O)c1,0.305
DTXSID7068556,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID90855420,O=S(=O)(N1CCCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID20556195,CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.305
DTXSID50846778,O=C(NCC(F)(F)C(F)(F)C(F)(F)F)c1cccc(NC(=O)c2ccccc2)c1,0.305
DTXSID1046760,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,0.305
DTXSID80883075,COc1ccc2c(c1)C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0.305
DTXSID50528481,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Sc1ccccc1,0.305
DTXSID201004429,CC[N+](C)(CC)CCCN=C([O-])C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F.I,0.305
DTXSID80896145,O=S(=O)(Oc1ccc(Cl)cc1Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID2070502,CCN(CCC[Si](Cl)(Cl)Cl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID50767898,CC(=O)O.OCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID201023742,CCOP(=O)(O)CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,0.305
DTXSID8046791,CCCCCc1ccc(C)cc1O,0.305
DTXSID50206378,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID20893299,CCN(CC(=O)OC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID60904459,O=C(O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)C(F)(F)F,0.305
DTXSID80330478,O=S(=O)(Oc1cccc2ccccc12)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID80896509,CNC.O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,0.305
DTXSID9048643,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,0.305
DTXSID80800383,C=CC(=O)Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,0.305
DTXSID10896178,COCCN(CCOC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID70543939,FC(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCOCc1ccccc1,0.305
DTXSID60881054,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.305
DTXSID90702566,CC(=O)C1OC(C)=C(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl)C1c1ccccc1,0.305
DTXSID9070826,C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID10892574,C[N+](C)(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID9070828,C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID10881165,OC(COc1ccccc1)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID60893319,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)[O-],0.305
DTXSID50895701,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID40292124,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1csc2ccccc12,0.305
DTXSID6023735,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@@H](C(=O)O)C(C)C,0.305
DTXSID5042322,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-].[K+],0.305
DTXSID60880486,CCCN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],0.305
DTXSID80895693,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=Cc2ccccc2C1,0.305
DTXSID60896401,Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1SCC(C)C,0.305
DTXSID00881391,CCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID60240985,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.305
DTXSID50897487,O=C(C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)=P(c1ccccc1)(c1ccccc1)c1ccccc1)N1CCCCC1,0.305
DTXSID5045881,CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,0.305
DTXSID90143031,O=S(=O)(N1CCCCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID8070839,C=C(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID40880525,C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.305
DTXSID70827185,O=C(C=C(O)c1ccc2ccccc2c1)C(F)(F)C(F)(F)C(F)(F)F,0.3041666666666667
DTXSID1072056,C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=S(=O)([O-])[O-],0.30333333333333334
DTXSID1068770,O=S(=O)([O-])c1ccc(OC(=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F)cc1.[Na+],0.30333333333333334
DTXSID50896415,O=C(O)c1ccc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,0.30333333333333334
DTXSID40880429,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.3025
DTXSID9045508,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl,0.3025
DTXSID00880223,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.3025
DTXSID2023721,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0.3025
DTXSID80881334,O=C(Nc1cc(Cl)cc(Cl)c1)C(F)(F)C(F)(F)C(F)(F)F,0.30166666666666664
DTXSID7048906,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341.Cl,0.30083333333333334
DTXSID4046787,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.3
DTXSID90897067,O=C(Nc1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID80896983,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH3+]C1CCCCC1,0.3
DTXSID2045943,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,0.3
DTXSID90896459,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2c(F)ccc(F)c2F)c1,0.3
DTXSID20896008,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1c[nH]c2ccccc12,0.3
DTXSID60895393,CCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID20552874,Nc1cc(Cl)c(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)c(Cl)c1,0.3
DTXSID50895428,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID4047389,CCOC(=O)c1ccc([C@H]2CC[C@H](NC[C@H](O)COc3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1.Cl,0.3
DTXSID20595367,O=C(O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1,0.3
DTXSID20399867,O=C(Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)c1cccnc1,0.3
DTXSID10895404,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID80198893,FC(F)(c1nnc(-c2ccccc2)o1)C(F)(F)C(F)(F)c1nnc(-c2ccccc2)o1,0.3
DTXSID60896042,O=C(O)c1ccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,0.3
DTXSID0048682,CC(O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,0.3
DTXSID60896446,CCCCS(=O)(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,0.3
DTXSID90896111,O=C(Nc1cccc(C(F)(F)F)c1)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID60895439,CCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID50883082,C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],0.3
DTXSID4048648,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.3
DTXSID9036226,CCCCCCCCOS(=O)(=O)[O-].[Na+],0.3
DTXSID00375109,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[I+]c1ccccc1.O=S(=O)([O-])C(F)(F)F,0.3
DTXSID60896582,O=C(O)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0.3
DTXSID80371063,O=C(c1ccccc1)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID60896249,CC(=CC(=O)C(F)(F)C(F)(F)C(F)(F)F)NNC(=O)c1ccc([N+](=O)[O-])cc1,0.3
DTXSID00896223,O=C(Nc1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1-c1ccccc1)c1ccccc1,0.3
DTXSID70454112,C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,0.3
DTXSID2068557,O=S(=O)(NCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID30772304,O=[N+]([O-])c1ccc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,0.3
DTXSID50635462,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],0.3
DTXSID20892606,NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID0034722,Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1,0.3
DTXSID00793925,FC(Sc1ccccc1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID00882020,CN(C)CCCN(CCC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID9022601,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,0.3
DTXSID20838983,O=c1ccn(-c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,0.3
DTXSID90897582,O=S(=O)([O-])c1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+],0.3
DTXSID6048333,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,0.3
DTXSID10746260,C1=CCCC=CCC1.C[C@@H]1CC[C@@H](C)P1C1=C(P2[C@H](C)CC[C@H]2C)C(F)(F)C1(F)F.F[B-](F)(F)F.[Rh],0.3
DTXSID1071371,O=S(=O)(NCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
DTXSID9046156,O=C(Nc1ccc(Br)cc1)c1cc(Br)c(Br)s1,0.3
DTXSID70896199,FC(F)(F)C(F)(F)C(F)(F)c1n[nH]c(-c2ccccc2)c1Br,0.2991666666666667
DTXSID70703076,Fc1cc(Br)cc(Cl)c1C(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(c1c(F)cc(Br)cc1Cl)C(F)(F)F,0.29875
DTXSID7045108,Cc1cc(C(=O)O)c(C)n1-c1cccc(C(=O)O)c1.O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,0.2985
DTXSID5072773,CN(C)CCCN(CCOCCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.29833333333333334
DTXSID20896745,CC(=O)Nc1cc(NC(C)=O)cc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)c1,0.29833333333333334
DTXSID30896256,CCN(CCCN(CCOCCOCCOC)CCOCCOCCOC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.29833333333333334
DTXSID80529608,CC(=O)C(C(C)=O)C(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cccs1,0.29833333333333334
DTXSID6072053,C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=S(=O)([O-])[O-],0.29833333333333334
DTXSID80234927,CN(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCS(=O)(=O)[O-].[Na+],0.29833333333333334
DTXSID10893364,Cc1cc(C2=C(c3cc(C)sc3C)C(F)(F)C(F)(F)C2(F)F)c(C)s1,0.2977083333333333
